l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
28675 | 197276 | 4834 | 2 | 13 | 17852.51 | 0.06 | 0.04 | A | F | 1994-12-14 | 1994-12-04 | 1995-01-13 | DELIVER IN PERSON | SHIP | tes. regular excuses wake carefull
28775 | 63329 | 3330 | 4 | 49 | 63323.68 | 0.09 | 0.07 | R | F | 1994-12-14 | 1994-11-17 | 1995-01-06 | DELIVER IN PERSON | REG AIR | y final deposi
29346 | 23179 | 8184 | 1 | 33 | 36371.61 | 0.05 | 0.00 | R | F | 1994-12-14 | 1994-11-07 | 1995-01-12 | TAKE BACK RETURN | AIR | ctions int
34631 | 184449 | 6968 | 1 | 48 | 73605.12 | 0.03 | 0.00 | R | F | 1994-12-14 | 1995-01-18 | 1995-01-07 | COLLECT COD | MAIL | ts sleep slyly. care
35364 | 40718 | 8231 | 3 | 14 | 23221.94 | 0.06 | 0.00 | R | F | 1994-12-14 | 1995-01-27 | 1994-12-31 | TAKE BACK RETURN | RAIL | osits wake fluffily above the bold,
36547 | 89679 | 2188 | 4 | 20 | 33373.4 | 0.09 | 0.04 | R | F | 1994-12-14 | 1995-01-18 | 1994-12-20 | TAKE BACK RETURN | RAIL | s haggle carefully blithely even pint
37760 | 100970 | 3481 | 6 | 25 | 49274.25 | 0.07 | 0.07 | A | F | 1994-12-14 | 1994-11-08 | 1994-12-30 | DELIVER IN PERSON | TRUCK | . blithe packages doubt dependencie
37830 | 81994 | 1995 | 3 | 18 | 35567.82 | 0.08 | 0.02 | R | F | 1994-12-14 | 1994-09-29 | 1994-12-22 | NONE | FOB | kly furiously regular depo
37830 | 9960 | 9961 | 5 | 22 | 41139.12 | 0.01 | 0.04 | R | F | 1994-12-14 | 1994-10-12 | 1994-12-16 | NONE | REG AIR |  ideas will have to haggl
38852 | 136874 | 1901 | 6 | 38 | 72613.06 | 0.07 | 0.05 | R | F | 1994-12-14 | 1995-01-09 | 1994-12-30 | TAKE BACK RETURN | FOB |  bold, final warthogs. carefully p
39042 | 81570 | 1571 | 2 | 34 | 52753.38 | 0.08 | 0.01 | R | F | 1994-12-14 | 1994-11-01 | 1995-01-13 | DELIVER IN PERSON | SHIP | he quickly ironi
40647 | 79795 | 2303 | 6 | 2 | 3549.58 | 0.02 | 0.01 | A | F | 1994-12-14 | 1994-10-30 | 1994-12-19 | TAKE BACK RETURN | TRUCK | nto beans. pending acc
41415 | 4573 | 2074 | 1 | 45 | 66490.65 | 0.09 | 0.08 | A | F | 1994-12-14 | 1995-01-07 | 1994-12-17 | NONE | FOB | e furiously ironic dolphins boost a
43014 | 168787 | 1304 | 2 | 43 | 79798.54 | 0.00 | 0.00 | A | F | 1994-12-14 | 1995-01-22 | 1994-12-29 | COLLECT COD | REG AIR |  the slyly ruthless courts. silent, final 
43974 | 127914 | 5451 | 2 | 35 | 67966.85 | 0.00 | 0.01 | R | F | 1994-12-14 | 1994-11-13 | 1995-01-13 | NONE | MAIL | uriously final requests of the special, sp
44231 | 123023 | 8048 | 4 | 19 | 19874.38 | 0.09 | 0.01 | R | F | 1994-12-14 | 1995-01-15 | 1995-01-03 | TAKE BACK RETURN | FOB | ans after the regular notornis 
45189 | 119347 | 4370 | 5 | 39 | 53287.26 | 0.10 | 0.08 | A | F | 1994-12-14 | 1995-02-19 | 1994-12-18 | DELIVER IN PERSON | SHIP | ns. blithely ironic pa
45824 | 177410 | 4962 | 1 | 33 | 49084.53 | 0.07 | 0.01 | A | F | 1994-12-14 | 1995-02-04 | 1995-01-03 | NONE | RAIL | must cajol
47108 | 69147 | 4160 | 1 | 21 | 23438.94 | 0.05 | 0.04 | R | F | 1994-12-14 | 1994-12-25 | 1994-12-18 | NONE | SHIP | yly. even pack
51591 | 150970 | 3486 | 5 | 11 | 22230.67 | 0.01 | 0.02 | R | F | 1994-12-14 | 1994-12-04 | 1994-12-23 | DELIVER IN PERSON | FOB | ns against the accounts d
51968 | 155580 | 8096 | 1 | 1 | 1635.58 | 0.07 | 0.00 | R | F | 1994-12-14 | 1994-11-06 | 1994-12-29 | TAKE BACK RETURN | SHIP | etect quickly even packages. quic
53062 | 33480 | 990 | 1 | 37 | 52298.76 | 0.02 | 0.00 | A | F | 1994-12-14 | 1994-10-16 | 1994-12-15 | DELIVER IN PERSON | TRUCK | y silent, ironic requests. final re
55906 | 150911 | 912 | 2 | 41 | 80438.31 | 0.05 | 0.01 | R | F | 1994-12-14 | 1994-12-31 | 1995-01-13 | TAKE BACK RETURN | RAIL | counts. pending accounts wake. fluffily iro
57990 | 92424 | 2425 | 1 | 18 | 25495.56 | 0.00 | 0.05 | A | F | 1994-12-14 | 1994-10-20 | 1995-01-02 | DELIVER IN PERSON | FOB | ckages. unusual 
62113 | 184413 | 4414 | 1 | 5 | 7487.05 | 0.06 | 0.01 | A | F | 1994-12-14 | 1995-02-27 | 1995-01-12 | COLLECT COD | AIR |  boost. spec
64384 | 55001 | 5002 | 4 | 32 | 30592 | 0.04 | 0.00 | A | F | 1994-12-14 | 1995-01-23 | 1994-12-15 | COLLECT COD | AIR |  furiously according to t
66912 | 152025 | 7056 | 4 | 28 | 30156.56 | 0.10 | 0.07 | R | F | 1994-12-14 | 1994-11-19 | 1995-01-01 | TAKE BACK RETURN | TRUCK |  boost blithely ironic accounts. blithely r
72418 | 185361 | 7880 | 2 | 34 | 49176.24 | 0.08 | 0.01 | A | F | 1994-12-14 | 1995-01-11 | 1995-01-08 | TAKE BACK RETURN | MAIL | ter the bold dependen
75457 | 25756 | 5757 | 2 | 20 | 33635 | 0.05 | 0.06 | A | F | 1994-12-14 | 1994-11-06 | 1994-12-15 | NONE | AIR | ts integrate about 
75969 | 91953 | 6972 | 7 | 35 | 68073.25 | 0.10 | 0.00 | R | F | 1994-12-14 | 1994-12-18 | 1995-01-06 | TAKE BACK RETURN | REG AIR | to the pendin
79335 | 115261 | 7773 | 1 | 34 | 43392.84 | 0.10 | 0.03 | R | F | 1994-12-14 | 1994-12-23 | 1995-01-06 | NONE | FOB | he instructions. slyly unusual deposi
79335 | 191477 | 3997 | 2 | 14 | 21958.58 | 0.01 | 0.06 | A | F | 1994-12-14 | 1994-11-21 | 1994-12-27 | TAKE BACK RETURN | AIR | uctions detect carefully bold
86082 | 50019 | 2525 | 7 | 45 | 43605.45 | 0.03 | 0.06 | R | F | 1994-12-14 | 1995-01-22 | 1994-12-20 | DELIVER IN PERSON | RAIL | s. blithel
87780 | 182301 | 9856 | 1 | 4 | 5533.2 | 0.05 | 0.06 | R | F | 1994-12-14 | 1995-01-23 | 1994-12-31 | DELIVER IN PERSON | TRUCK | n courts. quickly regular deposits nag 
88519 | 186623 | 6624 | 7 | 13 | 22225.06 | 0.06 | 0.08 | A | F | 1994-12-14 | 1995-03-08 | 1995-01-04 | DELIVER IN PERSON | TRUCK | ests. furiou
89666 | 151713 | 4229 | 4 | 4 | 7058.84 | 0.09 | 0.06 | A | F | 1994-12-14 | 1994-10-06 | 1995-01-05 | NONE | SHIP | eposits nag furiously blithe packages.
90759 | 84296 | 6805 | 2 | 8 | 10242.32 | 0.00 | 0.01 | A | F | 1994-12-14 | 1995-01-19 | 1995-01-12 | COLLECT COD | RAIL | ate quickly acros
93255 | 82714 | 7731 | 3 | 23 | 39024.33 | 0.07 | 0.08 | A | F | 1994-12-14 | 1994-12-01 | 1995-01-04 | COLLECT COD | FOB | equests across the blithely bold d
94118 | 110165 | 2677 | 2 | 31 | 36429.96 | 0.05 | 0.00 | A | F | 1994-12-14 | 1995-01-02 | 1994-12-18 | NONE | REG AIR | requests haggle
95621 | 52567 | 7578 | 3 | 9 | 13676.04 | 0.08 | 0.05 | A | F | 1994-12-14 | 1994-12-27 | 1994-12-19 | TAKE BACK RETURN | FOB | s wake furiously furiously ironic asympt
97254 | 90759 | 8287 | 2 | 41 | 71739.75 | 0.04 | 0.04 | R | F | 1994-12-14 | 1994-10-18 | 1995-01-12 | NONE | TRUCK |  furiously am
97508 | 69592 | 9593 | 4 | 43 | 67148.37 | 0.04 | 0.08 | A | F | 1994-12-14 | 1994-12-06 | 1994-12-22 | TAKE BACK RETURN | TRUCK | fily among the always even excuses-- f
98471 | 128111 | 5648 | 1 | 14 | 15947.54 | 0.05 | 0.03 | R | F | 1994-12-14 | 1994-11-21 | 1995-01-12 | NONE | MAIL | posits haggle against the slyl
98917 | 86511 | 6512 | 4 | 42 | 62895.42 | 0.05 | 0.04 | A | F | 1994-12-14 | 1995-01-05 | 1995-01-10 | COLLECT COD | REG AIR | cies. regular requests
100546 | 187712 | 5267 | 1 | 8 | 14397.68 | 0.03 | 0.05 | A | F | 1994-12-14 | 1994-10-14 | 1995-01-13 | DELIVER IN PERSON | RAIL | s affix blithel
100645 | 97126 | 9636 | 7 | 50 | 56156 | 0.05 | 0.08 | A | F | 1994-12-14 | 1994-11-15 | 1994-12-30 | COLLECT COD | SHIP | efully ironic
100964 | 69046 | 6565 | 1 | 47 | 47706.88 | 0.01 | 0.01 | A | F | 1994-12-14 | 1995-02-05 | 1995-01-01 | NONE | SHIP | ong the fluffil
3430 | 64955 | 9968 | 4 | 50 | 95997.5 | 0.01 | 0.00 | R | F | 1994-12-15 | 1995-03-03 | 1994-12-24 | COLLECT COD | REG AIR | ironic theodolites. carefully regular pac
4931 | 150506 | 8052 | 2 | 8 | 12452 | 0.06 | 0.02 | R | F | 1994-12-15 | 1995-01-14 | 1995-01-06 | NONE | SHIP | ts boost. packages wake sly
4931 | 199283 | 6841 | 4 | 50 | 69114 | 0.04 | 0.01 | A | F | 1994-12-15 | 1994-12-18 | 1994-12-23 | COLLECT COD | REG AIR | s haggle al
5317 | 94765 | 9784 | 5 | 19 | 33435.44 | 0.07 | 0.07 | R | F | 1994-12-15 | 1994-10-18 | 1994-12-27 | NONE | MAIL | onic requests boost bli
12258 | 116052 | 6053 | 7 | 20 | 21361 | 0.05 | 0.00 | R | F | 1994-12-15 | 1995-01-30 | 1995-01-03 | TAKE BACK RETURN | SHIP | s. quickly express excuses eat: never r
12903 | 35801 | 3311 | 3 | 29 | 50367.2 | 0.03 | 0.01 | R | F | 1994-12-15 | 1994-11-30 | 1995-01-14 | DELIVER IN PERSON | TRUCK |  requests print furiously above th
16480 | 176511 | 1546 | 6 | 40 | 63500.4 | 0.06 | 0.07 | A | F | 1994-12-15 | 1995-02-22 | 1994-12-20 | COLLECT COD | AIR | c, pending accounts use slyly iro
17250 | 187608 | 127 | 1 | 46 | 77997.6 | 0.01 | 0.08 | A | F | 1994-12-15 | 1994-12-18 | 1995-01-03 | DELIVER IN PERSON | RAIL | usly express deposits haggle slyly pe
18242 | 182147 | 2148 | 3 | 13 | 15978.82 | 0.01 | 0.07 | R | F | 1994-12-15 | 1995-01-06 | 1994-12-17 | DELIVER IN PERSON | SHIP | ggle bold reque
19587 | 93102 | 630 | 4 | 24 | 26282.4 | 0.02 | 0.01 | R | F | 1994-12-15 | 1994-10-13 | 1994-12-24 | TAKE BACK RETURN | SHIP | arefully unusual packages hagg
21635 | 117297 | 2320 | 2 | 13 | 17085.77 | 0.06 | 0.01 | A | F | 1994-12-15 | 1995-01-02 | 1995-01-06 | NONE | AIR |  fluffily silent ideas cajole furiou
23008 | 61163 | 3670 | 5 | 50 | 56208 | 0.02 | 0.06 | A | F | 1994-12-15 | 1994-12-24 | 1994-12-29 | NONE | TRUCK | eodolites. regul
25031 | 10908 | 3410 | 4 | 2 | 3637.8 | 0.03 | 0.04 | R | F | 1994-12-15 | 1994-11-17 | 1994-12-21 | DELIVER IN PERSON | SHIP | eans are alongside of the regular 
28486 | 93730 | 3731 | 2 | 12 | 20684.76 | 0.00 | 0.07 | A | F | 1994-12-15 | 1994-10-20 | 1994-12-29 | COLLECT COD | REG AIR | . quickly silent
32291 | 16277 | 6278 | 5 | 18 | 21478.86 | 0.06 | 0.05 | R | F | 1994-12-15 | 1995-01-01 | 1994-12-31 | TAKE BACK RETURN | MAIL | eas use furiously. ca
45410 | 135594 | 3134 | 2 | 37 | 60294.83 | 0.02 | 0.00 | R | F | 1994-12-15 | 1994-10-04 | 1994-12-31 | DELIVER IN PERSON | SHIP | silent, even instr
46756 | 158621 | 6167 | 3 | 42 | 70544.04 | 0.05 | 0.08 | A | F | 1994-12-15 | 1994-11-20 | 1994-12-27 | TAKE BACK RETURN | REG AIR | ly special foxes after the special,
50277 | 137657 | 2684 | 4 | 20 | 33893 | 0.05 | 0.00 | R | F | 1994-12-15 | 1995-01-02 | 1995-01-06 | TAKE BACK RETURN | SHIP | olites wake blithely. quickly cl
51367 | 52604 | 120 | 3 | 22 | 34245.2 | 0.02 | 0.06 | A | F | 1994-12-15 | 1995-01-28 | 1994-12-22 | DELIVER IN PERSON | SHIP | heodolites hag
54243 | 185110 | 5111 | 3 | 24 | 28682.64 | 0.09 | 0.04 | R | F | 1994-12-15 | 1994-10-19 | 1995-01-08 | NONE | AIR | g theodolites. ironic epitaph
55554 | 106023 | 8534 | 7 | 7 | 7203.14 | 0.03 | 0.08 | A | F | 1994-12-15 | 1995-01-26 | 1994-12-16 | DELIVER IN PERSON | RAIL | ly even deposits are doggedly unusual h
56064 | 127060 | 4597 | 7 | 3 | 3261.18 | 0.04 | 0.06 | R | F | 1994-12-15 | 1995-01-08 | 1995-01-03 | DELIVER IN PERSON | FOB | al dependencies are blithely.
56803 | 32142 | 4646 | 6 | 31 | 33298.34 | 0.04 | 0.04 | R | F | 1994-12-15 | 1995-02-13 | 1995-01-14 | COLLECT COD | SHIP | ckages lose caref
56901 | 40817 | 8330 | 1 | 41 | 72070.21 | 0.07 | 0.08 | R | F | 1994-12-15 | 1994-11-14 | 1995-01-06 | NONE | REG AIR | ages solve carefully among the slyly 
56901 | 50474 | 7990 | 5 | 29 | 41309.63 | 0.00 | 0.01 | A | F | 1994-12-15 | 1994-10-15 | 1994-12-21 | NONE | REG AIR | even pinto beans believe. unusual, final
59591 | 119533 | 7067 | 1 | 49 | 76073.97 | 0.00 | 0.06 | R | F | 1994-12-15 | 1994-12-23 | 1994-12-24 | TAKE BACK RETURN | AIR | uests sleep furiously. qui
64097 | 21942 | 6947 | 3 | 19 | 35414.86 | 0.09 | 0.01 | A | F | 1994-12-15 | 1995-01-01 | 1994-12-29 | DELIVER IN PERSON | RAIL |  idly. regular, b
66691 | 195993 | 8513 | 1 | 49 | 102360.51 | 0.06 | 0.03 | A | F | 1994-12-15 | 1995-02-17 | 1994-12-17 | TAKE BACK RETURN | AIR | final, even excuses. regular, bold ex
69926 | 96011 | 6012 | 4 | 4 | 4028.04 | 0.03 | 0.00 | A | F | 1994-12-15 | 1995-01-26 | 1994-12-23 | COLLECT COD | TRUCK | es. quickly specia
70503 | 64444 | 1963 | 1 | 17 | 23943.48 | 0.08 | 0.03 | R | F | 1994-12-15 | 1994-11-01 | 1994-12-27 | COLLECT COD | RAIL | bold, silent pinto beans. final
70503 | 107967 | 7968 | 2 | 28 | 55298.88 | 0.07 | 0.03 | A | F | 1994-12-15 | 1994-10-07 | 1994-12-21 | DELIVER IN PERSON | MAIL | are blithely at the furiously spe
78119 | 199533 | 7091 | 2 | 38 | 62036.14 | 0.05 | 0.01 | R | F | 1994-12-15 | 1995-01-21 | 1994-12-17 | COLLECT COD | SHIP | le blithely furious, pending epitaphs.
80609 | 194027 | 4028 | 2 | 47 | 52687.94 | 0.02 | 0.08 | A | F | 1994-12-15 | 1994-12-14 | 1994-12-30 | COLLECT COD | SHIP | posits are carefully aroun
81060 | 28095 | 5602 | 4 | 43 | 43992.87 | 0.00 | 0.06 | A | F | 1994-12-15 | 1995-01-09 | 1994-12-30 | TAKE BACK RETURN | SHIP | s. carefully even instr
81122 | 182997 | 8034 | 3 | 15 | 31199.85 | 0.02 | 0.03 | R | F | 1994-12-15 | 1994-12-03 | 1994-12-19 | DELIVER IN PERSON | MAIL |  dependencies. 
83266 | 62956 | 7969 | 6 | 40 | 76758 | 0.05 | 0.01 | R | F | 1994-12-15 | 1995-01-04 | 1995-01-08 | TAKE BACK RETURN | REG AIR | ackages. excuses haggle carefully along the
92198 | 127551 | 64 | 4 | 5 | 7892.75 | 0.02 | 0.03 | A | F | 1994-12-15 | 1994-12-15 | 1994-12-23 | COLLECT COD | MAIL | accounts wake slyly regular deposits.
92518 | 71966 | 6981 | 5 | 33 | 63952.68 | 0.04 | 0.08 | A | F | 1994-12-15 | 1995-01-27 | 1994-12-29 | COLLECT COD | MAIL | ronic packages are acros
93090 | 117182 | 9694 | 2 | 7 | 8394.26 | 0.02 | 0.07 | A | F | 1994-12-15 | 1994-12-03 | 1994-12-27 | DELIVER IN PERSON | REG AIR | tes are rut
95430 | 106533 | 9044 | 2 | 7 | 10776.71 | 0.02 | 0.08 | A | F | 1994-12-15 | 1995-02-02 | 1995-01-14 | COLLECT COD | TRUCK | equests. quickly express theodolites na
95621 | 35581 | 5582 | 1 | 21 | 31848.18 | 0.08 | 0.06 | A | F | 1994-12-15 | 1994-12-06 | 1995-01-07 | COLLECT COD | REG AIR | y even package
96005 | 102176 | 9707 | 2 | 36 | 42414.12 | 0.09 | 0.03 | R | F | 1994-12-15 | 1995-02-14 | 1994-12-23 | COLLECT COD | AIR | e platelets. furiously r
2948 | 91710 | 1711 | 2 | 49 | 83383.79 | 0.04 | 0.07 | R | F | 1994-12-16 | 1994-11-08 | 1995-01-07 | DELIVER IN PERSON | MAIL | ress requests. furiously blithe foxes 
10886 | 77856 | 7857 | 1 | 50 | 91692.5 | 0.03 | 0.02 | A | F | 1994-12-16 | 1994-11-18 | 1995-01-10 | COLLECT COD | FOB | elets serve slyly about the accounts
11073 | 148643 | 1158 | 4 | 37 | 62590.68 | 0.03 | 0.04 | R | F | 1994-12-16 | 1995-01-03 | 1995-01-14 | DELIVER IN PERSON | SHIP | ounts. blithely thin pa
11335 | 178511 | 1029 | 1 | 4 | 6358.04 | 0.01 | 0.08 | R | F | 1994-12-16 | 1994-12-10 | 1994-12-19 | NONE | FOB | ven pinto beans sleep car
13122 | 61629 | 9148 | 3 | 34 | 54081.08 | 0.05 | 0.06 | A | F | 1994-12-16 | 1994-12-09 | 1995-01-08 | COLLECT COD | FOB | usly silent accounts wake slyly. 
15040 | 66737 | 9244 | 2 | 19 | 32370.87 | 0.02 | 0.05 | R | F | 1994-12-16 | 1995-02-28 | 1994-12-21 | NONE | REG AIR | quickly regular accounts ac
16321 | 100187 | 5208 | 2 | 30 | 35615.4 | 0.01 | 0.05 | R | F | 1994-12-16 | 1994-12-13 | 1995-01-08 | TAKE BACK RETURN | REG AIR | es integrate ironically car
16966 | 57304 | 7305 | 1 | 2 | 2522.6 | 0.08 | 0.01 | R | F | 1994-12-16 | 1994-12-10 | 1995-01-05 | COLLECT COD | RAIL | e quickly a
17124 | 73125 | 8140 | 2 | 49 | 53807.88 | 0.10 | 0.02 | A | F | 1994-12-16 | 1994-12-18 | 1994-12-17 | COLLECT COD | REG AIR | jole quickly-- slyly bold reques
19175 | 45220 | 229 | 4 | 42 | 48939.24 | 0.07 | 0.08 | A | F | 1994-12-16 | 1994-11-11 | 1995-01-07 | TAKE BACK RETURN | AIR | ly above the fluffily ruthless requests.
26913 | 39033 | 6543 | 4 | 22 | 21384.66 | 0.03 | 0.02 | A | F | 1994-12-16 | 1994-12-18 | 1995-01-13 | DELIVER IN PERSON | REG AIR | ular accounts are slyly ev
38947 | 169691 | 2208 | 2 | 5 | 8803.45 | 0.05 | 0.00 | A | F | 1994-12-16 | 1995-02-28 | 1995-01-11 | COLLECT COD | REG AIR | cuses poach slyly acros
39844 | 75207 | 222 | 5 | 8 | 9457.6 | 0.02 | 0.05 | R | F | 1994-12-16 | 1995-02-28 | 1995-01-04 | DELIVER IN PERSON | SHIP | lar instructions wake furiously alon
46469 | 105348 | 2879 | 4 | 9 | 12180.06 | 0.01 | 0.07 | R | F | 1994-12-16 | 1994-10-22 | 1994-12-20 | TAKE BACK RETURN | FOB | nic dependencie
47173 | 57119 | 7120 | 1 | 41 | 44120.51 | 0.00 | 0.05 | A | F | 1994-12-16 | 1994-11-21 | 1994-12-24 | TAKE BACK RETURN | MAIL |  slyly after the 
50147 | 3304 | 8305 | 3 | 47 | 56743.1 | 0.08 | 0.01 | A | F | 1994-12-16 | 1994-12-10 | 1995-01-10 | COLLECT COD | RAIL | ges: pending requests hag
54243 | 85502 | 8011 | 1 | 8 | 11900 | 0.06 | 0.07 | A | F | 1994-12-16 | 1994-12-12 | 1994-12-24 | NONE | TRUCK | ithe deposits cajole fluffily sp
55554 | 15579 | 582 | 4 | 28 | 41847.96 | 0.01 | 0.04 | R | F | 1994-12-16 | 1995-02-11 | 1995-01-01 | COLLECT COD | MAIL | sts. slyly final pinto beans mold furious
57511 | 5962 | 5963 | 4 | 10 | 18679.6 | 0.07 | 0.08 | R | F | 1994-12-16 | 1994-11-25 | 1995-01-11 | DELIVER IN PERSON | FOB | ld platelets wake s
57762 | 181779 | 1780 | 5 | 35 | 65126.95 | 0.04 | 0.00 | R | F | 1994-12-16 | 1995-01-19 | 1994-12-30 | NONE | FOB | ithely ironic requests do wake ironic
63428 | 174840 | 4841 | 6 | 16 | 30637.44 | 0.03 | 0.05 | R | F | 1994-12-16 | 1995-01-10 | 1994-12-19 | DELIVER IN PERSON | REG AIR | e above the even requests. furiously
63648 | 166763 | 1796 | 4 | 19 | 34765.44 | 0.06 | 0.07 | A | F | 1994-12-16 | 1995-02-01 | 1994-12-27 | COLLECT COD | AIR |  doze quickly beneath th
66052 | 112613 | 2614 | 2 | 29 | 47142.69 | 0.05 | 0.06 | R | F | 1994-12-16 | 1995-01-26 | 1994-12-25 | COLLECT COD | AIR | n, even foxes across the f
66565 | 190472 | 2992 | 4 | 5 | 7812.35 | 0.07 | 0.02 | A | F | 1994-12-16 | 1994-11-10 | 1994-12-18 | DELIVER IN PERSON | AIR | aggle slyly pending court
66912 | 180419 | 7974 | 1 | 31 | 46481.71 | 0.10 | 0.03 | R | F | 1994-12-16 | 1994-10-26 | 1995-01-01 | DELIVER IN PERSON | TRUCK |  dependencies sleep-- deposits integrat
67715 | 30965 | 8475 | 2 | 8 | 15167.68 | 0.07 | 0.04 | R | F | 1994-12-16 | 1994-11-25 | 1994-12-26 | TAKE BACK RETURN | TRUCK | ously even dolphins; ideas sl
68998 | 78618 | 8619 | 5 | 36 | 57477.96 | 0.02 | 0.08 | R | F | 1994-12-16 | 1995-02-14 | 1994-12-18 | TAKE BACK RETURN | TRUCK | slyly final asymptote
69575 | 189459 | 1978 | 5 | 9 | 13936.05 | 0.02 | 0.08 | A | F | 1994-12-16 | 1994-11-23 | 1994-12-27 | DELIVER IN PERSON | SHIP | y pending a
72290 | 56546 | 6547 | 1 | 17 | 25543.18 | 0.05 | 0.06 | R | F | 1994-12-16 | 1994-12-16 | 1994-12-20 | TAKE BACK RETURN | FOB | final platelets at the
72772 | 55361 | 7867 | 1 | 20 | 26327.2 | 0.01 | 0.06 | R | F | 1994-12-16 | 1994-12-14 | 1994-12-29 | DELIVER IN PERSON | RAIL | eas dazzle blithely c
73123 | 61363 | 3870 | 2 | 2 | 2648.72 | 0.05 | 0.08 | R | F | 1994-12-16 | 1994-10-14 | 1995-01-01 | TAKE BACK RETURN | TRUCK | ly express accounts about the c
78243 | 86622 | 4147 | 2 | 7 | 11260.34 | 0.03 | 0.00 | R | F | 1994-12-16 | 1995-01-20 | 1995-01-06 | TAKE BACK RETURN | MAIL | express account
80001 | 28439 | 3444 | 6 | 50 | 68371.5 | 0.01 | 0.04 | A | F | 1994-12-16 | 1995-01-04 | 1995-01-06 | NONE | AIR | sits nag carefully. unusu
82560 | 23326 | 833 | 4 | 49 | 61216.68 | 0.04 | 0.02 | A | F | 1994-12-16 | 1994-11-11 | 1995-01-05 | DELIVER IN PERSON | REG AIR |  the excuses hang finally carefully 
83266 | 124622 | 4623 | 3 | 23 | 37872.26 | 0.02 | 0.03 | R | F | 1994-12-16 | 1994-12-28 | 1995-01-01 | DELIVER IN PERSON | MAIL | ? regular frets nag. final accounts se
85539 | 11160 | 3662 | 4 | 42 | 44988.72 | 0.08 | 0.01 | A | F | 1994-12-16 | 1994-12-05 | 1994-12-21 | COLLECT COD | FOB | al accounts; blithely
86821 | 175091 | 126 | 3 | 23 | 26820.07 | 0.00 | 0.05 | A | F | 1994-12-16 | 1995-01-24 | 1994-12-17 | COLLECT COD | TRUCK | use carefully ar
91747 | 120105 | 5130 | 1 | 38 | 42753.8 | 0.10 | 0.06 | R | F | 1994-12-16 | 1994-11-21 | 1995-01-13 | NONE | RAIL | s. ironic deposits sleep blithely regu
92838 | 140084 | 7627 | 4 | 34 | 38218.72 | 0.07 | 0.05 | R | F | 1994-12-16 | 1995-01-13 | 1995-01-13 | DELIVER IN PERSON | RAIL | among the blithely unu
94949 | 99259 | 4278 | 1 | 22 | 27681.5 | 0.01 | 0.04 | A | F | 1994-12-16 | 1995-01-11 | 1995-01-13 | COLLECT COD | MAIL | osits. regular, regular accou
95331 | 7365 | 4866 | 1 | 30 | 38170.8 | 0.05 | 0.00 | A | F | 1994-12-16 | 1994-12-05 | 1995-01-12 | NONE | MAIL | xpress, ironic packages cajole
96193 | 153510 | 6026 | 3 | 42 | 65667.42 | 0.07 | 0.02 | R | F | 1994-12-16 | 1994-12-31 | 1994-12-28 | TAKE BACK RETURN | SHIP | regular deposits cajole sly
96197 | 132725 | 5239 | 5 | 25 | 43943 | 0.08 | 0.07 | R | F | 1994-12-16 | 1994-12-19 | 1994-12-21 | COLLECT COD | AIR | y final platelets after the quick account
100135 | 103879 | 1410 | 1 | 24 | 45188.88 | 0.06 | 0.05 | A | F | 1994-12-16 | 1995-01-19 | 1995-01-12 | DELIVER IN PERSON | SHIP |  carefully final
100227 | 142492 | 7521 | 6 | 16 | 24551.84 | 0.09 | 0.02 | R | F | 1994-12-16 | 1994-11-19 | 1994-12-28 | TAKE BACK RETURN | TRUCK | sly final inst
100645 | 193164 | 5684 | 6 | 38 | 47772.08 | 0.05 | 0.00 | A | F | 1994-12-16 | 1994-12-23 | 1994-12-26 | DELIVER IN PERSON | FOB |  eat unusual braids. slyly silent
101123 | 172599 | 7634 | 7 | 3 | 5014.77 | 0.02 | 0.08 | R | F | 1994-12-16 | 1995-01-19 | 1994-12-26 | TAKE BACK RETURN | AIR | g to the packages. regular
5920 | 11323 | 8827 | 4 | 28 | 34560.96 | 0.06 | 0.02 | R | F | 1994-12-17 | 1995-02-13 | 1994-12-31 | NONE | SHIP | le slyly slyly even deposits. f
6112 | 15339 | 2843 | 4 | 24 | 30103.92 | 0.06 | 0.04 | R | F | 1994-12-17 | 1994-11-12 | 1994-12-18 | COLLECT COD | REG AIR | ending, pending 
8103 | 76016 | 3538 | 2 | 29 | 28768.29 | 0.00 | 0.07 | R | F | 1994-12-17 | 1995-02-01 | 1994-12-30 | NONE | FOB | e carefully special
8320 | 50107 | 108 | 4 | 26 | 27484.6 | 0.06 | 0.03 | A | F | 1994-12-17 | 1994-12-12 | 1994-12-29 | DELIVER IN PERSON | RAIL |  accounts. bravely spec
8324 | 12516 | 7519 | 3 | 47 | 67139.97 | 0.09 | 0.08 | A | F | 1994-12-17 | 1994-10-30 | 1994-12-25 | COLLECT COD | SHIP | carefully ironic idea
10082 | 77354 | 4876 | 2 | 10 | 13313.5 | 0.06 | 0.08 | R | F | 1994-12-17 | 1994-10-19 | 1994-12-20 | NONE | AIR |  alongside of the deposits 
10790 | 156577 | 6578 | 1 | 27 | 44106.39 | 0.09 | 0.00 | A | F | 1994-12-17 | 1995-01-23 | 1995-01-15 | TAKE BACK RETURN | TRUCK | as. requests 
